date,time,open,high,low,close,volume,oi,option_nm
20250401,10:21,23475.3,23475.4,23458.05,23458.2,0,0,NIFTY 50
20250401,10:22,23457.6,23460.45,23455.25,23457.1,0,0,NIFTY 50
20250401,10:23,23457.2,23459.2,23398.75,23403.5,0,0,NIFTY 50
20250401,10:24,23403.25,23403.25,23374.85,23374.85,0,0,NIFTY 50
20250401,10:25,23372.95,23380.2,23360.15,23364.35,0,0,NIFTY 50
20250401,10:26,23361.15,23365.65,23324.05,23324.05,0,0,NIFTY 50
20250401,10:27,23324.05,23330.55,23308.05,23330.2,0,0,NIFTY 50
20250401,10:28,23328.45,23330.5,23316.15,23318.65,0,0,NIFTY 50
20250401,10:29,23318.75,23319.4,23296.9,23307.2,0,0,NIFTY 50
20250401,10:30,23306.15,23323.4,23302.35,23303.55,0,0,NIFTY 50
20250401,10:31,23301.05,23303.1,23278.55,23281.6,0,0,NIFTY 50
20250401,10:32,23281.7,23293.5,23276.1,23283.45,0,0,NIFTY 50
20250401,10:33,23283.05,23295,23279.25,23295,0,0,NIFTY 50
20250401,10:34,23294.9,23299.85,23286.55,23289.35,0,0,NIFTY 50
20250401,10:35,23288.4,23308.85,23285.85,23303.95,0,0,NIFTY 50
20250401,10:36,23304.1,23309.75,23288.25,23288.25,0,0,NIFTY 50
20250401,10:37,23288.4,23299.4,23287.1,23297.95,0,0,NIFTY 50
20250401,10:38,23297.35,23314.15,23293.25,23314.15,0,0,NIFTY 50
20250401,10:39,23313.6,23324.15,23310.8,23315.55,0,0,NIFTY 50
20250401,10:40,23316.05,23319.9,23301.65,23315.2,0,0,NIFTY 50
20250401,10:41,23315.6,23323.4,23305,23308,0,0,NIFTY 50
20250401,10:42,23307.05,23317.65,23298.65,23317.45,0,0,NIFTY 50
20250401,10:43,23318.95,23322.85,23311.8,23316.8,0,0,NIFTY 50
20250401,10:44,23317.7,23324.65,23312.25,23319.95,0,0,NIFTY 50
20250401,10:45,23320.65,23333.95,23314.95,23332.5,0,0,NIFTY 50
20250401,10:46,23331.3,23339.35,23327.25,23331.85,0,0,NIFTY 50
20250401,10:47,23328.3,23334.55,23320.95,23333,0,0,NIFTY 50
20250401,10:48,23332.85,23334.4,23314.8,23316.7,0,0,NIFTY 50
20250401,10:49,23317.1,23320.5,23307.4,23307.4,0,0,NIFTY 50
20250401,10:50,23307.15,23307.15,23295.05,23304.55,0,0,NIFTY 50
20250401,10:51,23303.9,23311.9,23299.6,23309.3,0,0,NIFTY 50
20250401,10:52,23309.8,23311.7,23300.95,23303.9,0,0,NIFTY 50
20250401,10:53,23304.5,23308,23302.2,23303.85,0,0,NIFTY 50
20250401,10:54,23303.05,23306.95,23293.85,23305.3,0,0,NIFTY 50
20250401,10:55,23304.45,23309.2,23289.05,23291.5,0,0,NIFTY 50
20250401,10:56,23291.7,23292.7,23243.8,23245.6,0,0,NIFTY 50
20250401,10:57,23242.4,23252.6,23236.45,23250.85,0,0,NIFTY 50
20250401,10:58,23245.15,23247.5,23239.65,23243.2,0,0,NIFTY 50
20250401,10:59,23244.2,23247.45,23240.25,23243.15,0,0,NIFTY 50
20250401,11:00,23243.5,23248.9,23239.55,23242.35,0,0,NIFTY 50
20250401,11:01,23239.7,23244.35,23233.1,23242.4,0,0,NIFTY 50
20250401,11:02,23239.85,23252.7,23237.6,23247.35,0,0,NIFTY 50
20250401,11:03,23247.55,23253.35,23240.65,23248.45,0,0,NIFTY 50
20250401,11:04,23248.45,23248.45,23227.45,23228.45,0,0,NIFTY 50
20250401,11:05,23230.35,23240.75,23224.7,23233.15,0,0,NIFTY 50
20250401,11:06,23232.85,23237.7,23231.7,23236.75,0,0,NIFTY 50
20250401,11:07,23233.6,23237.85,23228.55,23235.5,0,0,NIFTY 50
20250401,11:08,23236.6,23238.2,23233.55,23234.4,0,0,NIFTY 50
20250401,11:09,23235.45,23238.5,23227.5,23228.2,0,0,NIFTY 50
20250401,11:10,23227.2,23227.2,23221.15,23223.25,0,0,NIFTY 50
20250401,11:11,23222.35,23239.3,23221.55,23238.75,0,0,NIFTY 50
20250401,11:12,23238.85,23244.35,23237.1,23244.15,0,0,NIFTY 50
20250401,11:13,23244.8,23250.45,23243.9,23246.65,0,0,NIFTY 50
20250401,11:14,23244.65,23245.3,23228,23228.95,0,0,NIFTY 50
20250401,11:15,23229,23238.25,23228.5,23238.1,0,0,NIFTY 50
20250401,11:16,23239.1,23256.85,23238.6,23250.95,0,0,NIFTY 50
20250401,11:17,23251.45,23257.7,23251.2,23254.4,0,0,NIFTY 50
20250401,11:18,23254.55,23258.3,23251.9,23257.3,0,0,NIFTY 50
20250401,11:19,23257,23258.4,23243.2,23244.65,0,0,NIFTY 50
20250401,11:20,23243.35,23246.7,23237.55,23237.8,0,0,NIFTY 50
20250401,11:21,23237.55,23238.7,23235.35,23236.95,0,0,NIFTY 50
20250401,11:22,23238.1,23246.45,23238.1,23241.35,0,0,NIFTY 50
20250401,11:23,23240.4,23253.3,23240.4,23250.2,0,0,NIFTY 50
20250401,11:24,23249.4,23258.8,23249.3,23250.5,0,0,NIFTY 50
20250401,11:25,23246.6,23246.9,23231.4,23232.85,0,0,NIFTY 50
20250401,11:26,23231.7,23236.3,23228.95,23228.95,0,0,NIFTY 50
20250401,11:27,23230.85,23233.05,23224.25,23232.95,0,0,NIFTY 50
20250401,11:28,23233.1,23256.3,23232.65,23255.4,0,0,NIFTY 50
20250401,11:29,23254.95,23255.65,23247.2,23250.85,0,0,NIFTY 50
20250401,11:30,23248.6,23249.4,23243.3,23244.8,0,0,NIFTY 50
20250401,11:31,23239.75,23239.75,23222.85,23222.85,0,0,NIFTY 50
20250401,11:32,23222.25,23233.75,23219.6,23233.3,0,0,NIFTY 50
20250401,11:33,23233.6,23237.05,23232.95,23234.85,0,0,NIFTY 50
20250401,11:34,23234.55,23234.7,23217.65,23220.5,0,0,NIFTY 50
20250401,11:35,23220.7,23223.75,23220.35,23222.45,0,0,NIFTY 50
20250401,11:36,23222.6,23223.9,23198,23199.95,0,0,NIFTY 50
20250401,11:37,23201,23216.2,23197.85,23216.1,0,0,NIFTY 50
20250401,11:38,23215.95,23218.4,23211.6,23216.2,0,0,NIFTY 50
20250401,11:39,23216.45,23218.5,23204.55,23206.95,0,0,NIFTY 50
20250401,11:40,23207.15,23214.3,23206.35,23213.5,0,0,NIFTY 50
20250401,11:41,23213.4,23216.25,23205.55,23213.2,0,0,NIFTY 50
20250401,11:42,23213.7,23213.85,23207.9,23208.65,0,0,NIFTY 50
20250401,11:43,23206.85,23209,23185.15,23185.15,0,0,NIFTY 50
20250401,11:44,23186.95,23200.65,23183.55,23200.1,0,0,NIFTY 50
20250401,11:45,23199.1,23199.1,23190.3,23191.55,0,0,NIFTY 50
20250401,11:46,23191.05,23206.75,23190.55,23204.5,0,0,NIFTY 50
20250401,11:47,23204.2,23208.7,23198.75,23201.5,0,0,NIFTY 50
20250401,11:48,23201.55,23209.9,23201.55,23206.5,0,0,NIFTY 50
20250401,11:49,23205.1,23206.3,23196.65,23205.3,0,0,NIFTY 50
20250401,11:50,23205.05,23207.05,23201.6,23202.3,0,0,NIFTY 50
20250401,11:51,23202.85,23207.2,23198.4,23204.15,0,0,NIFTY 50
20250401,11:52,23204.05,23207.2,23191.8,23192.1,0,0,NIFTY 50
20250401,11:53,23191.65,23195.65,23190.9,23192.35,0,0,NIFTY 50
20250401,11:54,23192,23193.1,23185.55,23188.05,0,0,NIFTY 50
20250401,11:55,23187.4,23198.1,23186.3,23196.4,0,0,NIFTY 50
20250401,11:56,23196.1,23201.65,23192.4,23192.4,0,0,NIFTY 50
20250401,11:57,23191.3,23191.3,23182.9,23185.65,0,0,NIFTY 50
20250401,11:58,23185.8,23192.95,23185.8,23191.3,0,0,NIFTY 50
20250401,11:59,23190.6,23197.45,23190,23197.25,0,0,NIFTY 50
20250401,12:00,23196.45,23198.7,23187.3,23195.3,0,0,NIFTY 50
20250401,12:01,23194.3,23198.05,23189.05,23189.3,0,0,NIFTY 50
20250401,12:02,23189.25,23192.9,23186.95,23188.75,0,0,NIFTY 50
20250401,12:03,23188.3,23189.4,23174.4,23175.65,0,0,NIFTY 50
20250401,12:04,23175.75,23181.4,23173.1,23180.75,0,0,NIFTY 50
20250401,12:05,23180.6,23181.15,23177.2,23179.45,0,0,NIFTY 50
20250401,12:06,23179.75,23192.1,23179.15,23189.5,0,0,NIFTY 50
20250401,12:07,23187.9,23190.6,23185.2,23188.1,0,0,NIFTY 50
20250401,12:08,23188.55,23189.55,23183.1,23187.5,0,0,NIFTY 50
20250401,12:09,23187.4,23192.8,23184.7,23192.25,0,0,NIFTY 50
20250401,12:10,23192,23201.5,23191.8,23200.2,0,0,NIFTY 50
20250401,12:11,23200.65,23216.25,23199.5,23213.05,0,0,NIFTY 50
20250401,12:12,23212.7,23215.45,23203.65,23204.35,0,0,NIFTY 50
20250401,12:13,23202.4,23209.55,23201.45,23206.1,0,0,NIFTY 50
20250401,12:14,23206.8,23213.6,23206.8,23209.9,0,0,NIFTY 50
20250401,12:15,23209.25,23241.45,23209.25,23239.75,0,0,NIFTY 50
20250401,12:16,23240,23246.05,23232.8,23237.5,0,0,NIFTY 50
20250401,12:17,23237.45,23238.4,23230.55,23234.75,0,0,NIFTY 50
20250401,12:18,23234.9,23246.65,23232.6,23232.85,0,0,NIFTY 50
20250401,12:19,23233.05,23245.25,23233.05,23244.55,0,0,NIFTY 50
20250401,12:20,23245,23245.6,23237.35,23237.35,0,0,NIFTY 50
20250401,12:21,23236.95,23238.1,23223.05,23223.05,0,0,NIFTY 50
20250401,12:22,23222.55,23222.8,23204.25,23207,0,0,NIFTY 50
20250401,12:23,23206.45,23211.8,23205.7,23205.7,0,0,NIFTY 50
20250401,12:24,23204.7,23208.65,23202,23207.6,0,0,NIFTY 50
20250401,12:25,23207.45,23213.45,23207.45,23211.3,0,0,NIFTY 50
20250401,12:26,23211.5,23221.85,23210.95,23221.15,0,0,NIFTY 50
20250401,12:27,23220.3,23229.9,23219.9,23225.25,0,0,NIFTY 50
20250401,12:28,23225.5,23229.5,23224,23224.15,0,0,NIFTY 50
20250401,12:29,23223.6,23223.6,23210.9,23213.9,0,0,NIFTY 50
20250401,12:30,23214.35,23226.65,23213.8,23224.85,0,0,NIFTY 50
20250401,12:31,23224.8,23244.65,23224.65,23241.35,0,0,NIFTY 50
20250401,12:32,23240.9,23242.85,23231.7,23242.15,0,0,NIFTY 50
20250401,12:33,23242.05,23242.9,23235.35,23238.8,0,0,NIFTY 50
20250401,12:34,23238.25,23242.4,23230.45,23232.7,0,0,NIFTY 50
20250401,12:35,23232.95,23239.25,23231,23237.6,0,0,NIFTY 50
20250401,12:36,23237.3,23244.65,23231.25,23231.25,0,0,NIFTY 50
20250401,12:37,23231.2,23236.4,23222.75,23236.05,0,0,NIFTY 50
20250401,12:38,23235,23245.75,23234.9,23242,0,0,NIFTY 50
20250401,12:39,23242.25,23246.95,23239.65,23240.35,0,0,NIFTY 50
20250401,12:40,23240.95,23244.5,23237.1,23237.2,0,0,NIFTY 50
20250401,12:41,23236.8,23243,23233.4,23243,0,0,NIFTY 50
20250401,12:42,23242.55,23252.25,23242.55,23248.4,0,0,NIFTY 50
20250401,12:43,23248.4,23248.55,23230.75,23240.55,0,0,NIFTY 50
20250401,12:44,23240.6,23243.55,23227.2,23228.05,0,0,NIFTY 50
20250401,12:45,23227.55,23231.35,23223.75,23231.35,0,0,NIFTY 50
20250401,12:46,23230.9,23233.2,23211.7,23212.6,0,0,NIFTY 50
20250401,12:47,23212.7,23214.6,23207.55,23213.65,0,0,NIFTY 50
20250401,12:48,23213.75,23220.45,23212.65,23217.95,0,0,NIFTY 50
20250401,12:49,23218.3,23224.8,23213.45,23213.7,0,0,NIFTY 50
20250401,12:50,23213.2,23219.1,23207.85,23207.85,0,0,NIFTY 50
20250401,12:51,23207.75,23217,23207.75,23216.5,0,0,NIFTY 50
20250401,12:52,23216.7,23218.7,23213.2,23218.7,0,0,NIFTY 50
20250401,12:53,23218.45,23224.5,23203,23204.65,0,0,NIFTY 50
20250401,12:54,23204.15,23211.25,23202.35,23209.9,0,0,NIFTY 50
20250401,12:55,23209.35,23211.3,23189.65,23193.65,0,0,NIFTY 50
20250401,12:56,23192.1,23199.45,23191.95,23197.6,0,0,NIFTY 50
20250401,12:57,23196.3,23199.45,23194.35,23197.5,0,0,NIFTY 50
20250401,12:58,23197.5,23197.9,23190.25,23193.45,0,0,NIFTY 50
20250401,12:59,23192.7,23195.65,23190.25,23194.6,0,0,NIFTY 50
20250401,13:00,23194.6,23196.6,23180,23180.35,0,0,NIFTY 50
20250401,13:01,23178.7,23182,23174.3,23181.65,0,0,NIFTY 50
20250401,13:02,23180.95,23188.25,23180.35,23184.75,0,0,NIFTY 50
20250401,13:03,23184.75,23185.95,23180.25,23185.7,0,0,NIFTY 50
20250401,13:04,23185.65,23185.9,23175.3,23175.65,0,0,NIFTY 50
20250401,13:05,23176.1,23185.95,23175.95,23183.8,0,0,NIFTY 50
20250401,13:06,23183.5,23191.3,23183.5,23186.65,0,0,NIFTY 50
20250401,13:07,23186.55,23189.5,23180.85,23185.55,0,0,NIFTY 50
20250401,13:08,23184.55,23185.3,23178.05,23180.5,0,0,NIFTY 50
20250401,13:09,23180.85,23185.5,23178.7,23184.35,0,0,NIFTY 50
20250401,13:10,23184.75,23187.3,23182.05,23187.3,0,0,NIFTY 50
20250401,13:11,23187.5,23191.45,23177.4,23190.75,0,0,NIFTY 50
20250401,13:12,23190.5,23198.45,23190.5,23198.25,0,0,NIFTY 50
20250401,13:13,23198.25,23199.55,23180.7,23187.85,0,0,NIFTY 50
20250401,13:14,23187.7,23196,23187.7,23192.45,0,0,NIFTY 50
20250401,13:15,23192.15,23195.15,23188.75,23189.8,0,0,NIFTY 50
20250401,13:16,23187.15,23188.1,23179.35,23179.65,0,0,NIFTY 50
20250401,13:17,23178.95,23181.95,23175.8,23181.6,0,0,NIFTY 50
20250401,13:18,23181,23181.75,23161.75,23162.6,0,0,NIFTY 50
20250401,13:19,23162.35,23170.35,23159.65,23168.45,0,0,NIFTY 50
20250401,13:20,23169.6,23174.75,23166.15,23170.25,0,0,NIFTY 50
20250401,13:21,23169.5,23173.9,23167.65,23171.6,0,0,NIFTY 50
20250401,13:22,23170.65,23172.15,23155.95,23157.95,0,0,NIFTY 50
20250401,13:23,23157.45,23165.25,23150.4,23165.25,0,0,NIFTY 50
20250401,13:24,23165.65,23168.75,23159.4,23160.9,0,0,NIFTY 50
20250401,13:25,23160.45,23163.85,23156.65,23157.6,0,0,NIFTY 50
20250401,13:26,23157.05,23161.55,23148.6,23158,0,0,NIFTY 50
20250401,13:27,23157.7,23161.8,23154.3,23155.4,0,0,NIFTY 50
20250401,13:28,23154.2,23157.4,23153.65,23155.35,0,0,NIFTY 50
20250401,13:29,23155.55,23165.25,23153.85,23154.55,0,0,NIFTY 50
20250401,13:30,23153.6,23153.6,23137.2,23141,0,0,NIFTY 50
20250401,13:31,23140.85,23145.55,23136.4,23145.55,0,0,NIFTY 50
20250401,13:32,23145.6,23158.4,23145.35,23158.4,0,0,NIFTY 50
20250401,13:33,23158.2,23162.75,23153.95,23160,0,0,NIFTY 50
20250401,13:34,23161.65,23163.15,23157.5,23163.15,0,0,NIFTY 50
20250401,13:35,23163.75,23167.4,23162.05,23165.7,0,0,NIFTY 50
20250401,13:36,23165.8,23171,23165.75,23169.85,0,0,NIFTY 50
20250401,13:37,23170.5,23171.9,23156.4,23156.9,0,0,NIFTY 50
20250401,13:38,23156.55,23159.85,23155.7,23158.5,0,0,NIFTY 50
20250401,13:39,23157.9,23166.3,23157.65,23163,0,0,NIFTY 50
20250401,13:40,23163.55,23175.85,23161.5,23174.2,0,0,NIFTY 50
20250401,13:41,23174.7,23180.15,23166.95,23168.6,0,0,NIFTY 50
20250401,13:42,23167,23180.05,23165.45,23180.05,0,0,NIFTY 50
20250401,13:43,23178.55,23180.5,23166.8,23169.8,0,0,NIFTY 50
20250401,13:44,23169.5,23173.55,23166.5,23171.1,0,0,NIFTY 50
20250401,13:45,23171.3,23172.25,23166.4,23166.95,0,0,NIFTY 50
20250401,13:46,23166.3,23166.3,23155.6,23157.6,0,0,NIFTY 50
20250401,13:47,23156.5,23162,23155.25,23157.2,0,0,NIFTY 50
20250401,13:48,23157.2,23158.95,23154.35,23155.8,0,0,NIFTY 50
20250401,13:49,23154.9,23162.05,23150.8,23161.35,0,0,NIFTY 50
20250401,13:50,23161.3,23170.85,23160,23169.75,0,0,NIFTY 50
20250401,13:51,23169.55,23173.75,23167.75,23170.05,0,0,NIFTY 50
20250401,13:52,23169.7,23170.2,23161.25,23166.5,0,0,NIFTY 50
20250401,13:53,23165.65,23175.5,23164.8,23174.8,0,0,NIFTY 50
20250401,13:54,23174.5,23178.35,23171.6,23175,0,0,NIFTY 50
20250401,13:55,23175.3,23177.15,23171.55,23172.6,0,0,NIFTY 50
20250401,13:56,23172.45,23176.3,23168.15,23169.6,0,0,NIFTY 50
20250401,13:57,23169.6,23169.6,23154.15,23155.3,0,0,NIFTY 50
20250401,13:58,23155.05,23160.6,23154.65,23156.2,0,0,NIFTY 50
20250401,13:59,23155.85,23160.5,23154.75,23154.75,0,0,NIFTY 50
20250401,14:00,23154.5,23157.8,23150.45,23151.9,0,0,NIFTY 50
20250401,14:01,23150.65,23158.5,23150.65,23157.45,0,0,NIFTY 50
20250401,14:02,23157.7,23163,23155.15,23158.4,0,0,NIFTY 50
20250401,14:03,23158,23172.35,23157.85,23171.65,0,0,NIFTY 50
20250401,14:04,23171.5,23186.55,23171.5,23185.9,0,0,NIFTY 50
20250401,14:05,23185.65,23186.8,23177.7,23178.3,0,0,NIFTY 50
20250401,14:06,23178.6,23180.1,23169.35,23172.75,0,0,NIFTY 50
20250401,14:07,23172.55,23172.75,23159.1,23159.65,0,0,NIFTY 50
20250401,14:08,23160.1,23161.6,23153.15,23155.7,0,0,NIFTY 50
20250401,14:09,23154.95,23163.55,23154.25,23156.95,0,0,NIFTY 50
20250401,14:10,23157.3,23157.3,23150.3,23151.1,0,0,NIFTY 50
20250401,14:11,23150.65,23159.9,23150.65,23157.7,0,0,NIFTY 50
20250401,14:12,23157.45,23163.9,23157.45,23160.6,0,0,NIFTY 50
20250401,14:13,23160.55,23163.85,23155.9,23163.5,0,0,NIFTY 50
20250401,14:14,23162.9,23164.2,23160.45,23161.55,0,0,NIFTY 50
20250401,14:15,23163.1,23163.45,23154.45,23157.05,0,0,NIFTY 50
20250401,14:16,23157,23159,23146.15,23146.55,0,0,NIFTY 50
20250401,14:17,23145.45,23146.9,23140.05,23146.5,0,0,NIFTY 50
20250401,14:18,23145.8,23151.75,23144.45,23145.1,0,0,NIFTY 50
20250401,14:19,23145.3,23147.9,23141.65,23142.3,0,0,NIFTY 50
20250401,14:20,23141.95,23147.2,23137.45,23138.65,0,0,NIFTY 50
20250401,14:21,23137.95,23151.15,23137.95,23150.25,0,0,NIFTY 50
20250401,14:22,23149.75,23157.4,23149.55,23156.75,0,0,NIFTY 50
20250401,14:23,23156.6,23158.7,23153.45,23154.25,0,0,NIFTY 50
20250401,14:24,23153.05,23155.55,23148.05,23153.3,0,0,NIFTY 50
20250401,14:25,23153.2,23155.7,23147.05,23147.85,0,0,NIFTY 50
20250401,14:26,23147.6,23153.45,23146.2,23152.9,0,0,NIFTY 50
20250401,14:27,23152.2,23156.4,23145.8,23150.2,0,0,NIFTY 50
20250401,14:28,23149.75,23152.75,23148.5,23151.25,0,0,NIFTY 50
20250401,14:29,23150.35,23156.7,23149.4,23154.75,0,0,NIFTY 50
20250401,14:30,23154.55,23157.9,23150.25,23157.55,0,0,NIFTY 50
20250401,14:31,23157.05,23163.9,23156.75,23160.6,0,0,NIFTY 50
20250401,14:32,23160.5,23171.25,23159.4,23169,0,0,NIFTY 50
20250401,14:33,23168.75,23169.3,23159,23159.7,0,0,NIFTY 50
20250401,14:34,23159.35,23162.1,23154.2,23154.2,0,0,NIFTY 50
20250401,14:35,23154,23154.9,23147.9,23148.5,0,0,NIFTY 50
20250401,14:36,23147.75,23149.65,23146.6,23148.15,0,0,NIFTY 50
20250401,14:37,23149.55,23150.5,23143.65,23145.55,0,0,NIFTY 50
20250401,14:38,23147,23156.05,23145.9,23156.05,0,0,NIFTY 50
20250401,14:39,23156.55,23162.3,23156.25,23160.75,0,0,NIFTY 50
20250401,14:40,23160.65,23162.45,23156.95,23160.15,0,0,NIFTY 50
20250401,14:41,23160.15,23160.65,23150.85,23152,0,0,NIFTY 50
20250401,14:42,23152,23154.65,23148.3,23150.2,0,0,NIFTY 50
20250401,14:43,23150.55,23152,23147.4,23150.45,0,0,NIFTY 50
20250401,14:44,23151.25,23162.4,23151.25,23161.65,0,0,NIFTY 50
20250401,14:45,23161.35,23162.9,23157.05,23159.05,0,0,NIFTY 50
20250401,14:46,23159,23159.75,23151.8,23152.5,0,0,NIFTY 50
20250401,14:47,23151.65,23155.9,23151.65,23154.5,0,0,NIFTY 50
20250401,14:48,23153.95,23157.35,23151.9,23157.35,0,0,NIFTY 50
20250401,14:49,23157.3,23164.55,23155.45,23164.55,0,0,NIFTY 50
20250401,14:50,23164.85,23174.1,23163.6,23173.1,0,0,NIFTY 50
20250401,14:51,23173.2,23173.2,23159.65,23162.25,0,0,NIFTY 50
20250401,14:52,23162.25,23165.35,23160.45,23163.35,0,0,NIFTY 50
20250401,14:53,23163.8,23170.7,23158.95,23158.95,0,0,NIFTY 50
20250401,14:54,23159.35,23159.35,23154.85,23155.5,0,0,NIFTY 50
20250401,14:55,23154.7,23160.2,23152.4,23159.65,0,0,NIFTY 50
20250401,14:56,23159.05,23160.5,23154.55,23157,0,0,NIFTY 50
20250401,14:57,23157.1,23160.65,23155,23158.45,0,0,NIFTY 50
20250401,14:58,23159.35,23161.1,23157.25,23157.25,0,0,NIFTY 50
20250401,14:59,23157.3,23163.2,23157.15,23161.3,0,0,NIFTY 50
20250401,15:00,23161.85,23172.5,23161.85,23170.75,0,0,NIFTY 50
20250401,15:01,23171.1,23171.1,23160.05,23166.65,0,0,NIFTY 50
20250401,15:02,23166.65,23169.75,23162.6,23163.9,0,0,NIFTY 50
20250401,15:03,23164.05,23170.05,23159.85,23164.4,0,0,NIFTY 50
20250401,15:04,23165,23168.9,23155.5,23158.55,0,0,NIFTY 50
20250401,15:05,23159.75,23163.15,23158.65,23162,0,0,NIFTY 50
20250401,15:06,23162,23165.85,23159.25,23163.55,0,0,NIFTY 50
